file_a,file_b,label,clone_type,error,string_exact_match,string_similarity_ratio,jaccard_similarity,tfidf_cosine_similarity,markov_similarity,kl_divergence_a_to_b,kl_divergence_b_to_a,lexical_statistical_score,ast_node_type_jaccard,ast_sequence_similarity,ast_node_count_similarity,ast_depth_similarity,tree_edit_distance,tree_edit_similarity,apted_available,apted_tree_edit_distance,apted_tree_edit_similarity,structural_score,semantic_runnable,semantic_reason,semantic_function_a,semantic_function_b,semantic_tested_arity,semantic_total_cases,semantic_both_return_count,semantic_matching_return_count,semantic_successful_overlap,semantic_output_similarity,semantic_score,embedding_model,embedding_feature_count,embedding_cosine_similarity,embedding_score
submission162.py,submission163.py,1,2,,False,0.2119071644803229,0.84,0.9979801820095747,1.0,0.32087109556529525,0.32087109556529525,0.9028092840461404,1.0,1.0,1.0,1.0,0,1.0,si,0,1.0,1.0,si,ok,main,execute,0,1,0,0,0.0,0.0,0.25,text-embedding-3-small,1536,0.873949305968864,0.873949305968864
submission162.py,submission164.py,1,2,,False,0.22088353413654618,0.9166666666666666,0.9989895871637844,1.0,0.16043554779869115,0.16043554779869115,0.9470459569571075,1.0,1.0,1.0,1.0,0,1.0,si,0,1.0,1.0,si,ok,main,run_system,0,1,0,0,0.0,0.0,0.25,text-embedding-3-small,1536,0.8482620612389421,0.8482620612389421
submission162.py,submission164.py,1,2,,False,0.22088353413654618,0.9166666666666666,0.9989895871637844,1.0,0.16043554779869115,0.16043554779869115,0.9470459569571075,1.0,1.0,1.0,1.0,0,1.0,si,0,1.0,1.0,si,ok,main,run_system,0,1,0,0,0.0,0.0,0.25,text-embedding-3-small,1536,0.8482620612389421,0.8482620612389421
submission162.py,submission165.py,1,2,,False,0.2829076620825147,0.9166666666666666,0.9989895871637844,1.0,0.16043554779869115,0.16043554779869115,0.9470459569571075,1.0,1.0,1.0,1.0,0,1.0,si,0,1.0,1.0,si,ok,main,manage_academy,0,1,0,0,0.0,0.0,0.25,text-embedding-3-small,1536,0.8529974366044253,0.8529974366044253
submission163.py,submission164.py,1,2,,False,0.28934506353861195,0.84,0.9979801820095747,1.0,0.32087109556529525,0.32087109556529525,0.9028092840461404,1.0,1.0,1.0,1.0,0,1.0,si,0,1.0,1.0,si,ok,execute,run_system,0,1,0,0,0.0,0.0,0.25,text-embedding-3-small,1536,0.8652743816556133,0.8652743816556133
submission163.py,submission165.py,1,2,,False,0.1722488038277512,0.84,0.9979801820095747,1.0,0.32087109556529525,0.32087109556529525,0.9028092840461404,1.0,1.0,1.0,1.0,0,1.0,si,0,1.0,1.0,si,ok,execute,manage_academy,0,1,0,0,0.0,0.0,0.25,text-embedding-3-small,1536,0.8626291722996855,0.8626291722996855
submission164.py,submission165.py,1,2,,False,0.1619047619047619,0.9166666666666666,0.9989895871637844,1.0,0.16043554779869115,0.16043554779869115,0.9470459569571075,1.0,1.0,1.0,1.0,0,1.0,si,0,1.0,1.0,si,ok,run_system,manage_academy,0,1,0,0,0.0,0.0,0.25,text-embedding-3-small,1536,0.8574859265617902,0.8574859265617902
submission166.py,submission167.py,1,2,,False,0.14681647940074907,0.8461538461538461,0.9988933560399916,1.0,0.24363025167705246,0.24363025167705246,0.914333664469913,1.0,1.0,1.0,1.0,0,1.0,si,0,1.0,1.0,si,ok,add_patient,register_patient,4,1,0,0,0.0,0.0,0.25,text-embedding-3-small,1536,0.9089837541755512,0.9089837541755512
submission166.py,submission168.py,1,2,,False,0.18370165745856354,0.8461538461538461,0.9988933560399916,1.0,0.24363025167705246,0.24363025167705246,0.914333664469913,1.0,1.0,1.0,1.0,0,1.0,si,0,1.0,1.0,si,ok,add_patient,admit_patient,4,1,0,0,0.0,0.0,0.25,text-embedding-3-small,1536,0.9211220627874271,0.9211220627874271
submission166.py,submission169.py,1,2,,False,0.127208480565371,0.8461538461538461,0.9988933560399916,1.0,0.24363025167705246,0.24363025167705246,0.914333664469913,1.0,1.0,1.0,1.0,0,1.0,si,0,1.0,1.0,si,ok,add_patient,enroll_patient,4,1,0,0,0.0,0.0,0.25,text-embedding-3-small,1536,0.88363634564268,0.88363634564268
submission167.py,submission168.py,1,2,,False,0.14790996784565916,0.8461538461538461,0.9988933560399916,1.0,0.24363025167705246,0.24363025167705246,0.914333664469913,1.0,1.0,1.0,1.0,0,1.0,si,0,1.0,1.0,si,ok,register_patient,admit_patient,4,1,0,0,0.0,0.0,0.25,text-embedding-3-small,1536,0.9631556666147432,0.9631556666147432
submission167.py,submission169.py,1,2,,False,0.20893561103810776,0.8461538461538461,0.9988933560399916,1.0,0.24363025167705246,0.24363025167705246,0.914333664469913,1.0,1.0,1.0,1.0,0,1.0,si,0,1.0,1.0,si,ok,register_patient,enroll_patient,4,1,0,0,0.0,0.0,0.25,text-embedding-3-small,1536,0.9536418215556259,0.9536418215556259
submission168.py,submission169.py,1,2,,False,0.24587155963302754,0.92,0.9994465268077636,1.0,0.12181512585070774,0.12181512585070774,0.9541164534297341,1.0,1.0,1.0,1.0,0,1.0,si,0,1.0,1.0,si,ok,admit_patient,enroll_patient,4,1,0,0,0.0,0.0,0.25,text-embedding-3-small,1536,0.9629531460637987,0.9629531460637987
submission170.py,submission171.py,1,2,,False,0.11189913317572892,0.8461538461538461,0.9988933560399916,1.0,0.24363025167705246,0.24363025167705246,0.914333664469913,1.0,1.0,1.0,1.0,0,1.0,si,0,1.0,1.0,si,ok,add_car,register_vehicle,4,1,0,0,0.0,0.0,0.25,text-embedding-3-small,1536,0.9118989211340325,0.9118989211340325
submission170.py,submission172.py,1,2,,False,0.19364375461936437,0.92,0.9994465268077636,1.0,0.12181512585070774,0.12181512585070774,0.9541164534297341,1.0,1.0,1.0,1.0,0,1.0,si,0,1.0,1.0,si,ok,add_car,add_automobile,4,1,0,0,0.0,0.0,0.25,text-embedding-3-small,1536,0.9100522492315642,0.9100522492315642
submission170.py,submission173.py,1,2,,False,0.25597532767925985,0.92,0.9994465268077636,1.0,0.12181512585070774,0.12181512585070774,0.9541164534297341,1.0,1.0,1.0,1.0,0,1.0,si,0,1.0,1.0,si,ok,add_car,add_motor_car,4,1,0,0,0.0,0.0,0.25,text-embedding-3-small,1536,0.9222918467555479,0.9222918467555479
submission170.py,submission174.py,1,2,,False,0.3201243201243201,0.8461538461538461,0.9988933560399916,1.0,0.24363025167705246,0.24363025167705246,0.914333664469913,1.0,1.0,1.0,1.0,0,1.0,si,0,1.0,1.0,si,ok,add_car,enroll_car,4,1,0,0,0.0,0.0,0.25,text-embedding-3-small,1536,0.9441424192626082,0.9441424192626082
submission171.py,submission172.py,1,2,,False,0.08723135271807839,0.8461538461538461,0.9988933560399916,1.0,0.24363025167705246,0.24363025167705246,0.914333664469913,1.0,1.0,1.0,1.0,0,1.0,si,0,1.0,1.0,si,ok,register_vehicle,add_automobile,4,1,0,0,0.0,0.0,0.25,text-embedding-3-small,1536,0.9393602744238043,0.9393602744238043
submission171.py,submission173.py,1,2,,False,0.3577981651376147,0.92,0.9994465268077636,1.0,0.12181512585070774,0.12181512585070774,0.9541164534297341,1.0,1.0,1.0,1.0,0,1.0,si,0,1.0,1.0,si,ok,register_vehicle,add_motor_car,4,1,0,0,0.0,0.0,0.25,text-embedding-3-small,1536,0.9854892891890265,0.9854892891890265
submission171.py,submission174.py,1,2,,False,0.15303430079155672,0.8461538461538461,0.9988933560399916,1.0,0.24363025167705246,0.24363025167705246,0.914333664469913,1.0,1.0,1.0,1.0,0,1.0,si,0,1.0,1.0,si,ok,register_vehicle,enroll_car,4,1,0,0,0.0,0.0,0.25,text-embedding-3-small,1536,0.9413055106809758,0.9413055106809758
submission172.py,submission173.py,1,2,,False,0.12173913043478261,0.92,0.9994465268077636,1.0,0.12181512585070774,0.12181512585070774,0.9541164534297341,1.0,1.0,1.0,1.0,0,1.0,si,0,1.0,1.0,si,ok,add_automobile,add_motor_car,4,1,0,0,0.0,0.0,0.25,text-embedding-3-small,1536,0.945818631820163,0.945818631820163
submission172.py,submission174.py,1,2,,False,0.14,0.8461538461538461,0.9988933560399916,1.0,0.24363025167705246,0.24363025167705246,0.914333664469913,1.0,1.0,1.0,1.0,0,1.0,si,0,1.0,1.0,si,ok,add_automobile,enroll_car,4,1,0,0,0.0,0.0,0.25,text-embedding-3-small,1536,0.9224983094060547,0.9224983094060547
submission173.py,submission174.py,1,2,,False,0.18264248704663213,0.8461538461538461,0.9988933560399916,1.0,0.24363025167705246,0.24363025167705246,0.914333664469913,1.0,1.0,1.0,1.0,0,1.0,si,0,1.0,1.0,si,ok,add_motor_car,enroll_car,4,1,0,0,0.0,0.0,0.25,text-embedding-3-small,1536,0.9357374151875838,0.9357374151875838
submission175.py,submission176.py,1,1,,True,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,1.0,si,0,1.0,1.0,si,ok,is_palindrome,is_palindrome,1,10,1,1,0.1,1.0,1.0,text-embedding-3-small,1536,1.0,1.0
submission177.py,submission178.py,1,1,,True,1.0,1.0,0.9999999999999998,1.0,0.0,0.0,0.9999999999999998,1.0,1.0,1.0,1.0,0,1.0,si,0,1.0,1.0,si,ok,binary_search,binary_search,2,7,4,4,0.5714285714285714,1.0,1.0,text-embedding-3-small,1536,1.0,1.0
submission179.py,submission180.py,1,1,,True,1.0,1.0,1.0000000000000002,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,1.0,si,0,1.0,1.0,si,ok,bubble_sort,bubble_sort,1,10,5,5,0.5,1.0,1.0,text-embedding-3-small,1536,1.0000000000000002,1.0000000000000002
submission181.py,submission182.py,1,1,,True,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,1.0,si,0,1.0,1.0,si,ok,fibonacci,fibonacci,1,10,5,5,0.5,1.0,1.0,text-embedding-3-small,1536,0.9999999999999998,0.9999999999999998
submission183.py,submission184.py,1,1,,True,1.0,1.0,0.9999999999999999,1.0,0.0,0.0,0.9999999999999998,1.0,1.0,1.0,1.0,0,1.0,si,0,1.0,1.0,si,ok,count_vowels,count_vowels,1,10,2,2,0.2,1.0,1.0,text-embedding-3-small,1536,0.9999999999999998,0.9999999999999998
submission185.py,submission186.py,1,1,,True,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,1.0,si,0,1.0,1.0,si,ok,is_prime,is_prime,1,10,5,5,0.5,1.0,1.0,text-embedding-3-small,1536,1.0000000000000002,1.0000000000000002
submission187.py,submission188.py,1,1,,True,1.0,1.0,0.9999999999999999,1.0,0.0,0.0,0.9999999999999998,1.0,1.0,1.0,1.0,0,1.0,si,0,1.0,1.0,si,ok,reverse_string,reverse_string,1,10,2,2,0.2,1.0,1.0,text-embedding-3-small,1536,0.9999999999999998,0.9999999999999998
submission189.py,submission190.py,1,1,,True,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,1.0,si,0,1.0,1.0,si,ok,find_max,find_max,1,10,6,6,0.6,1.0,1.0,text-embedding-3-small,1536,1.0000000000000002,1.0000000000000002
submission191.py,submission192.py,1,1,,True,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,1.0,si,0,1.0,1.0,si,ok,calculate_average,calculate_average,1,10,4,4,0.4,1.0,1.0,text-embedding-3-small,1536,1.0,1.0
submission193.py,submission194.py,1,1,,True,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,1.0,si,0,1.0,1.0,si,ok,validate_password,validate_password,1,10,2,2,0.2,1.0,1.0,text-embedding-3-small,1536,1.0000000000000002,1.0000000000000002
submission195.py,submission196.py,1,1,,True,1.0,1.0,0.9999999999999999,1.0,0.0,0.0,0.9999999999999998,1.0,1.0,1.0,1.0,0,1.0,si,0,1.0,1.0,si,ok,is_anagram,is_anagram,2,7,2,2,0.2857142857142857,1.0,1.0,text-embedding-3-small,1536,0.9999999999999998,0.9999999999999998
submission197.py,submission198.py,1,1,,True,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,1.0,si,0,1.0,1.0,si,ok,flatten_list,flatten_list,1,10,1,1,0.1,1.0,1.0,text-embedding-3-small,1536,0.9999999999999999,0.9999999999999999
submission199.py,submission200.py,1,1,,True,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,1.0,si,0,1.0,1.0,si,ok,count_words,count_words,1,10,1,1,0.1,1.0,1.0,text-embedding-3-small,1536,1.0,1.0
submission201.py,submission202.py,1,1,,True,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,1.0,si,0,1.0,1.0,si,ok,least_common_multiple,least_common_multiple,2,7,1,1,0.14285714285714285,1.0,1.0,text-embedding-3-small,1536,1.0,1.0
submission203.py,submission204.py,1,1,,True,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,1.0,si,0,1.0,1.0,si,ok,remove_duplicates,remove_duplicates,1,10,5,5,0.5,1.0,1.0,text-embedding-3-small,1536,1.0,1.0
submission205.py,submission206.py,1,1,,True,1.0,1.0,1.0000000000000002,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,1.0,si,0,1.0,1.0,si,ok,transpose_matrix,transpose_matrix,1,10,1,1,0.1,1.0,1.0,text-embedding-3-small,1536,1.0000000000000002,1.0000000000000002
submission207.py,submission208.py,1,1,,True,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,1.0,si,0,1.0,1.0,si,ok,celsius_to_fahrenheit,celsius_to_fahrenheit,1,10,5,5,0.5,1.0,1.0,text-embedding-3-small,1536,0.9999999999999999,0.9999999999999999
submission209.py,submission210.py,1,1,,True,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,1.0,si,0,1.0,1.0,si,ok,linear_search,linear_search,2,7,5,5,0.7142857142857143,1.0,1.0,text-embedding-3-small,1536,1.0,1.0
submission211.py,submission212.py,1,1,,True,1.0,1.0,0.9999999999999999,1.0,0.0,0.0,0.9999999999999998,1.0,1.0,1.0,1.0,0,1.0,si,0,1.0,1.0,si,ok,sum_of_digits,sum_of_digits,1,10,5,5,0.5,1.0,1.0,text-embedding-3-small,1536,1.0,1.0
submission213.py,submission214.py,1,1,,True,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,1.0,si,0,1.0,1.0,si,ok,is_leap_year,is_leap_year,1,10,5,5,0.5,1.0,1.0,text-embedding-3-small,1536,1.0,1.0
submission215.py,submission216.py,1,1,,True,1.0,1.0,1.0000000000000002,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,1.0,si,0,1.0,1.0,si,ok,greatest_common_divisor,greatest_common_divisor,2,7,2,2,0.2857142857142857,1.0,1.0,text-embedding-3-small,1536,1.0,1.0
submission217.py,submission218.py,1,1,,True,1.0,1.0,0.9999999999999998,1.0,0.0,0.0,0.9999999999999998,1.0,1.0,1.0,1.0,0,1.0,si,0,1.0,1.0,si,ok,is_sorted,is_sorted,1,10,5,5,0.5,1.0,1.0,text-embedding-3-small,1536,1.0,1.0
submission219.py,submission220.py,1,1,,True,1.0,1.0,1.0000000000000002,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,1.0,si,0,1.0,1.0,si,ok,factorial,factorial,1,10,4,4,0.4,1.0,1.0,text-embedding-3-small,1536,1.0000000000000002,1.0000000000000002
submission221.py,submission222.py,1,1,,True,1.0,1.0,0.9999999999999999,1.0,0.0,0.0,0.9999999999999998,1.0,1.0,1.0,1.0,0,1.0,si,0,1.0,1.0,si,ok,count_above_threshold,count_above_threshold,2,7,4,4,0.5714285714285714,1.0,1.0,text-embedding-3-small,1536,1.0000000000000002,1.0000000000000002
submission223.py,submission224.py,1,1,,True,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,1.0,si,0,1.0,1.0,si,ok,merge_sorted_lists,merge_sorted_lists,2,7,3,3,0.42857142857142855,1.0,1.0,text-embedding-3-small,1536,1.0000000000000002,1.0000000000000002
submission225.py,submission226.py,1,1,,True,1.0,1.0,1.0000000000000002,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,1.0,si,0,1.0,1.0,si,ok,second_largest,second_largest,1,10,4,4,0.4,1.0,1.0,text-embedding-3-small,1536,0.9999999999999998,0.9999999999999998
submission227.py,submission228.py,1,1,,True,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,1.0,si,0,1.0,1.0,si,ok,multiplication_table,multiplication_table,2,7,4,4,0.5714285714285714,1.0,1.0,text-embedding-3-small,1536,1.0,1.0
submission229.py,submission230.py,1,1,,True,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,1.0,si,0,1.0,1.0,si,ok,list_intersection,list_intersection,2,7,3,3,0.42857142857142855,1.0,1.0,text-embedding-3-small,1536,1.0000000000000002,1.0000000000000002
submission231.py,submission232.py,1,1,,True,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,1.0,si,0,1.0,1.0,si,ok,is_perfect_number,is_perfect_number,1,10,5,5,0.5,1.0,1.0,text-embedding-3-small,1536,1.0,1.0
submission233.py,submission234.py,1,1,,True,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,1.0,si,0,1.0,1.0,si,ok,caesar_cipher,caesar_cipher,2,7,0,0,0.0,0.0,0.25,text-embedding-3-small,1536,1.0000000000000002,1.0000000000000002
submission235.py,submission236.py,1,1,,True,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,1.0,si,0,1.0,1.0,si,ok,calculate_bmi,calculate_bmi,2,7,2,2,0.2857142857142857,1.0,1.0,text-embedding-3-small,1536,1.0000000000000002,1.0000000000000002
submission237.py,submission238.py,1,1,,True,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,1.0,si,0,1.0,1.0,si,ok,find_pairs_with_sum,find_pairs_with_sum,2,7,2,2,0.2857142857142857,1.0,1.0,text-embedding-3-small,1536,0.9999999999999998,0.9999999999999998
submission239.py,submission240.py,1,1,,True,1.0,1.0,1.0000000000000002,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,1.0,si,0,1.0,1.0,si,ok,decimal_to_binary,decimal_to_binary,1,10,5,5,0.5,1.0,1.0,text-embedding-3-small,1536,1.0000000000000002,1.0000000000000002
submission241.py,submission242.py,1,1,,True,1.0,1.0,0.9999999999999998,1.0,0.0,0.0,0.9999999999999998,1.0,1.0,1.0,1.0,0,1.0,si,0,1.0,1.0,si,ok,insertion_sort,insertion_sort,1,10,4,4,0.4,1.0,1.0,text-embedding-3-small,1536,1.0000000000000002,1.0000000000000002
submission243.py,submission244.py,1,1,,True,1.0,1.0,0.9999999999999998,1.0,0.0,0.0,0.9999999999999998,1.0,1.0,1.0,1.0,0,1.0,si,0,1.0,1.0,si,ok,is_armstrong_number,is_armstrong_number,1,10,4,4,0.4,1.0,1.0,text-embedding-3-small,1536,1.0,1.0
submission245.py,submission246.py,1,1,,True,1.0,1.0,0.9999999999999999,1.0,0.0,0.0,0.9999999999999998,1.0,1.0,1.0,1.0,0,1.0,si,0,1.0,1.0,si,ok,count_lines_with_keyword,count_lines_with_keyword,2,7,2,2,0.2857142857142857,1.0,1.0,text-embedding-3-small,1536,1.0000000000000002,1.0000000000000002
submission247.py,submission248.py,1,1,,True,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,1.0,si,0,1.0,1.0,si,ok,diagonal_sum,diagonal_sum,1,10,1,1,0.1,1.0,1.0,text-embedding-3-small,1536,1.0,1.0
submission249.py,submission250.py,1,1,,True,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,1.0,si,0,1.0,1.0,si,ok,format_minutes,format_minutes,1,10,5,5,0.5,1.0,1.0,text-embedding-3-small,1536,0.9999999999999998,0.9999999999999998
submission251.py,submission252.py,1,1,,True,1.0,1.0,0.9999999999999999,1.0,0.0,0.0,0.9999999999999998,1.0,1.0,1.0,1.0,0,1.0,si,0,1.0,1.0,si,ok,detect_capital_use,detect_capital_use,1,10,1,1,0.1,1.0,1.0,text-embedding-3-small,1536,1.0,1.0
submission253.py,submission254.py,1,1,,True,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,1.0,si,0,1.0,1.0,si,ok,compound_interest,compound_interest,4,1,0,0,0.0,0.0,0.25,text-embedding-3-small,1536,1.0000000000000002,1.0000000000000002
submission255.py,submission256.py,1,1,,True,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,1.0,si,0,1.0,1.0,si,ok,find_mode,find_mode,1,10,6,6,0.6,1.0,1.0,text-embedding-3-small,1536,1.0,1.0
submission257.py,submission258.py,1,1,,True,1.0,1.0,0.9999999999999998,1.0,0.0,0.0,0.9999999999999998,1.0,1.0,1.0,1.0,0,1.0,si,0,1.0,1.0,si,ok,run_length_encoding,run_length_encoding,1,10,3,3,0.3,1.0,1.0,text-embedding-3-small,1536,1.0,1.0
submission259.py,submission260.py,1,1,,True,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,1.0,si,0,1.0,1.0,si,ok,contains_substring,contains_substring,2,7,3,3,0.42857142857142855,1.0,1.0,text-embedding-3-small,1536,1.0,1.0
submission261.py,submission262.py,1,1,,True,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,1.0,si,0,1.0,1.0,si,ok,roman_to_int,roman_to_int,1,10,1,1,0.1,1.0,1.0,text-embedding-3-small,1536,1.0,1.0
submission263.py,submission264.py,1,1,,True,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,1.0,si,0,1.0,1.0,si,ok,selection_sort,selection_sort,1,10,4,4,0.4,1.0,1.0,text-embedding-3-small,1536,0.9999999999999998,0.9999999999999998
submission265.py,submission266.py,1,1,,True,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,1.0,si,0,1.0,1.0,si,ok,filter_primes,filter_primes,1,10,4,4,0.4,1.0,1.0,text-embedding-3-small,1536,1.0000000000000002,1.0000000000000002
submission267.py,submission268.py,1,1,,True,1.0,1.0,1.0000000000000002,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,1.0,si,0,1.0,1.0,si,ok,generate_subsets,generate_subsets,1,10,5,5,0.5,1.0,1.0,text-embedding-3-small,1536,0.9999999999999999,0.9999999999999999
submission269.py,submission270.py,1,1,,True,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,1.0,si,0,1.0,1.0,si,ok,find_missing_number,find_missing_number,2,7,2,2,0.2857142857142857,1.0,1.0,text-embedding-3-small,1536,1.0000000000000002,1.0000000000000002
submission271.py,submission272.py,1,1,,True,1.0,1.0,1.0000000000000002,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,1.0,si,0,1.0,1.0,si,ok,is_valid_parentheses,is_valid_parentheses,1,10,5,5,0.5,1.0,1.0,text-embedding-3-small,1536,1.0,1.0
submission273.py,submission274.py,1,1,,True,1.0,1.0,1.0000000000000002,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,1.0,si,0,1.0,1.0,si,ok,generate_pascals_triangle,generate_pascals_triangle,1,10,5,5,0.5,1.0,1.0,text-embedding-3-small,1536,0.9999999999999998,0.9999999999999998
submission275.py,submission276.py,1,1,,True,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,1.0,si,0,1.0,1.0,si,ok,dijkstra,dijkstra,2,7,0,0,0.0,0.0,0.25,text-embedding-3-small,1536,0.9999999999999999,0.9999999999999999
submission277.py,submission278.py,1,1,,True,1.0,1.0,0.9999999999999998,1.0,0.0,0.0,0.9999999999999998,1.0,1.0,1.0,1.0,0,1.0,si,0,1.0,1.0,si,ok,longest_common_subsequence,longest_common_subsequence,2,7,3,3,0.42857142857142855,1.0,1.0,text-embedding-3-small,1536,1.0000000000000002,1.0000000000000002
submission279.py,submission280.py,1,1,,True,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,1.0,si,0,1.0,1.0,si,ok,kmp_search,kmp_search,2,7,3,3,0.42857142857142855,1.0,1.0,text-embedding-3-small,1536,0.9999999999999998,0.9999999999999998
submission281.py,submission282.py,1,3,,False,0.8059701492537313,0.5714285714285714,0.9426866733668646,0.9319727891156463,1.9252582747169187,3.0307987838604924,0.6981329723935354,0.5909090909090909,0.7457627118644068,0.7352941176470589,0.8888888888888888,20,0.4117647058823529,si,13,0.6176470588235294,0.6890996203309265,si,ok,find_index,find_index,2,7,5,5,0.7142857142857143,1.0,1.0,text-embedding-3-small,1536,0.9286256462832949,0.9286256462832949
submission283.py,submission284.py,1,3,,False,0.7419354838709677,0.75,0.9233005193553655,0.9598639455782313,2.07833596964076,1.2447833808020232,0.7691068546613316,0.8461538461538461,0.9375,1.0,1.0,5,0.6875,si,3,0.8125,0.8973557692307692,si,ok,is_even,is_even,1,10,5,5,0.5,1.0,1.0,text-embedding-3-small,1536,0.9898158511559609,0.9898158511559609
submission285.py,submission286.py,1,3,,False,0.5517241379310345,0.6666666666666666,0.915307840695012,0.9084724799010513,2.1817803132040905,2.6715347070338473,0.7146527629057222,0.4444444444444444,0.45,0.6,0.8888888888888888,24,0.040000000000000036,si,19,0.24,0.4522777777777778,si,ok,get_cubes,get_cubes,1,10,5,5,0.5,1.0,1.0,text-embedding-3-small,1536,0.7602176449887195,0.7602176449887195
submission287.py,submission288.py,1,3,,False,0.6798029556650246,0.6923076923076923,0.8853279340521983,0.9555677655677656,1.9201484576822418,3.8997639067995857,0.715555709395617,0.6666666666666666,0.5714285714285714,0.8529411764705882,0.875,24,0.2941176470588235,si,13,0.6176470588235294,0.6769257703081233,si,ok,min_of_three,min_of_three,3,1,1,1,1.0,1.0,1.0,text-embedding-3-small,1536,0.9581741659341722,0.9581741659341722
submission289.py,submission290.py,1,3,,False,0.6979166666666666,0.5,0.9111284623300271,0.9642670254915153,3.245823878333063,3.4268906343616017,0.6623136049467127,0.5294117647058824,0.5714285714285714,0.48484848484848486,0.75,24,0.2727272727272727,si,19,0.4242424242424242,0.5237394957983192,si,ok,sum_list,sum_list,1,10,4,4,0.4,1.0,1.0,text-embedding-3-small,1536,0.9263861696749918,0.9263861696749918
submission291.py,submission292.py,1,3,,False,0.7865168539325843,0.8125,0.9184681863612078,0.9399416909620991,0.9041392785854089,1.572432237120789,0.7966328898851535,0.631578947368421,0.7391304347826086,0.9166666666666666,0.8888888888888888,25,0.0,si,12,0.5,0.6874872870582253,si,ok,count_evens,count_evens,1,10,4,4,0.4,1.0,1.0,text-embedding-3-small,1536,0.9431447097954718,0.9431447097954718
submission293.py,submission294.py,1,3,,False,0.7796610169491526,0.75,0.9476672974178613,0.9107142857142857,1.05150408966876,1.7809003946471953,0.7742175743073066,0.8333333333333334,0.9375,1.0,1.0,5,0.6875,si,3,0.8125,0.8947916666666667,si,ok,check_length,check_length,2,7,2,2,0.2857142857142857,1.0,1.0,text-embedding-3-small,1536,0.9629510682823371,0.9629510682823371
